OBJECTID_1,OBJECTID,Date,Confidence,LS_ID,Notes,DDLon,DDLat,ORIG_OID,FoundGE,NotFoundGE,FoundLS,NotFoundLS,QC_GE,QC_LS,,
3698,52906,2013/08/09,8,201308090002,"process points, Bills Mountain VI, Field verified by NCGS,",082.14689794W,35.44012935N,52905,,WL,,,,,,
3699,52907,2013/09/13,8,201309130001,"process points, Hawks Ridge 1, Field verified by NCGS,",083.32459609W,35.34459880N,52906,,WL,,,,,,
3700,52908,2013/09/13,8,201309130002,"process points, Hawks Ridge 2, Field verified by NCGS,",083.32414608W,35.34462087N,52907,,WL,,,,,,
3704,52912,2003,8,200308020001,"process points, Toxaway Dam Failure, Field verified by NCGS,",082.93214108W,35.12429293N,52911,,WL,,,,,,
3705,52913,2013/10/16,8,201310160001,"process points, Austin View Villas Mountain Air, Not field verified,",082.35353024W,35.86683902N,52912,,WL,,,,,,
3706,52914,2013/09/27,8,201402200005,"process points, Balsam Corner 11, Not field verified,",083.20270465W,35.67310092N,52913,,WL,,,,,,
3707,52915,2013/09/27,8,201401130001,"process points, Balsam Corner 1, Not field verified,",083.19714143W,35.67531258N,52914,,WL,,,,,,
3708,52916,2013/09/27,8,201401310001,"process points, Balsam Corner 2, Not field verified,",083.19567981W,35.67508497N,52915,,WL,,,,,,
3709,52917,2013/09/27,8,201402201112,"process points, Balsam Corner 18, Not field verified,",083.19687078W,35.67241166N,52916,,WL,,,,,,
3710,52918,2013/09/13,8,201402200011,"process points, Balsam Corner 17, Field verified by NCGS,",083.19785068W,35.67228841N,52917,,WL,,,,,,
3711,52919,2013/09/27,8,201402200010,"process points, Balsam Corner 16, Not field verified,",083.19825707W,35.67216917N,52918,,WL,,,,,,
3712,52920,2013/09/27,8,201402200009,"process points, Balsam Corner 15, Not field verified,",083.19862338W,35.67189878N,52919,,WL,,,,,,
3713,52921,2013/09/27,8,201402200008,"process points, Balsam Corner 14, Not field verified,",083.20028906W,35.67331408N,52920,,WL,,,,,,
3714,52922,2013/09/27,8,201402200007,"process points, Balsam Corner 13, Not field verified,",083.20150442W,35.67387700N,52921,,WL,,,,,,
3715,52923,2013/09/27,8,201402050001,"process points, Balsam Corner 4, Not field verified,",083.19296893W,35.67093964N,52922,,WL,,,,,,
3716,52924,2013/09/27,8,201402030001,"process points, Balsam Corner 3, Not field verified,",083.19102862W,35.67131498N,52923,,WL,,,,,,
3717,52925,2013/09/27,8,201402050002,"process points, Balsam Corner 5, Not field verified,",083.19529851W,35.66977263N,52924,,WL,,,,,,
3718,52926,2013/09/27,8,201402050003,"process points, Balsam Corner 6, Not field verified,",083.19482120W,35.66692969N,52925,,WL,,,,,,
3719,52927,2013/09/27,8,201402200006,"process points, Balsam Corner 12, Not field verified,",083.20043074W,35.66792986N,52926,,WL,,,,,,
3720,52928,2013/09/27,8,201402200004,"process points, Balsam Corner 10, Not field verified,",083.20495996W,35.67122792N,52927,,WL,,,,,,
3721,52929,2013/09/27,8,201402200001,"process points, Balsam Corner 7, Not field verified,",083.19759550W,35.66388930N,52928,,WL,,,,,,
3722,52930,2013/09/27,8,201402200002,"process points, Balsam Corner 8, Not field verified,",083.20136551W,35.66085203N,52929,,WL,,,,,,
3723,52931,2013/09/27,8,201402200003,"process points, Balsam Corner 9, Not field verified,",083.21215380W,35.66067064N,52930,,WL,,,,,,
3725,52933,2013/09/13,8,201309130003,"process points, Hawks Ridge 3, Field verified by NCGS,",083.31638658W,35.34741099N,52932,,WL,,,,,,
3728,52936,2014/01/17,8,201401170001,"process points, Biltmore Approach Road, Not field verified,",082.55141076W,35.56344983N,52935,,WL,,,,,,
3729,52937,2014/01/21,8,201401210001,"process points, Ghost Town 2013, Field verified by NCGS,",083.10109098W,35.53147384N,52936,,WL,,,,,,
3730,52938,2013/07/23,8,201307230001,"process points, Shadow Lane, Field verified by NCGS,",082.94920931W,35.47464847N,52937,,WL,,,,,,
3731,52939,2013/08/29,8,201308290001,"process points, Shadow Lane 2, Field verified by Data Source 1,",082.94860808W,35.47676280N,52938,,WL,,,,,,
3732,52940,20130829,8,201308290002,"process points, Shadow Lane 3, Field verified by Data Source 1,",082.94742914W,35.47648043N,52939,,WL,,,,,,
3733,52941,2014/02/26,8,201402260010,"process points, , Not field verified,",082.24657513W,35.85323820N,52940,,WL,,,,,,
3734,52942,2014/02/26,8,201202260009,"process points, , Not field verified,",082.24709607W,35.85291149N,52941,,WL,,,,,,
3735,52943,2014/02/26,8,201402260008,"process points, , Not field verified,",082.24112363W,35.84658132N,52942,,WL,,,,,,
3736,52944,2014/02/26,8,201402250007,"process points, Shuford Creek Debris Flow, Not field verified,",082.24692991W,35.84092017N,52943,,WL,,,,,,
3737,52945,2014/02/26,8,201402260006,"process points, Shuford Creek Debris Flow, Not field verified,",082.24653851W,35.83973375N,52944,,WL,,,,,,
3738,52946,2014/02/26,8,201402260005,"process points, , Not field verified,",082.24769358W,35.82749334N,52945,,WL,,,,,,
3739,52947,2014/02/26,8,201402260004,"process points, , Not field verified,",082.24706843W,35.82726751N,52946,,WL,,,,,,
3740,52948,2014/02/26,8,201402260003,"process points, , Not field verified,",082.25196251W,35.80148305N,52947,,WL,,,,,,
3741,52949,201402/26,8,201402250002,"process points, , Not field verified,",082.25263925W,35.80101602N,52948,,WL,,,,,,
3742,52950,2014/02/24,8,201402240001,"process points, , Not field verified,",082.25371859W,35.79642006N,52949,,WL,,,,,,
3743,52951,2014/02/25,8,201402250001,"process points, , Not field verified,",082.25341132W,35.79539829N,52950,,WL,,,,,,
3744,52952,2014/02/24,8,201402240006,"process points, , Not field verified,",082.25560412W,35.79524159N,52951,,WL,,,,,,
3745,52953,2014/02/24,8,201402240005,"process points, , Not field verified,",082.25382174W,35.79301456N,52952,,WL,,,,,,
3746,52954,2014/02/24,8,201402240004,"process points, , Not field verified,",082.25764830W,35.78199070N,52953,,WL,,,,,,
3747,52955,2014/02/24,8,201402240003,"process points, , Not field verified,",082.25611842W,35.76522406N,52954,,WL,,,,,,
3748,52956,2014/02/2004,8,201402240002,"process points, , Not field verified,",082.25398952W,35.76013342N,52955,,WL,,,,,,
3751,52959,2014/02/28,8,201402280001,"process points, Vance Gap Road , Field verified by NCGS,",082.53397488W,35.60921147N,52958,,WL,,,,,,
3752,52960,2014/03/27,8,201403270001,"process points, , Field verified by NCGS,",081.45746341W,36.24491863N,52959,,WL,,,,,,
3753,52961,2014/03/27,8,201403270002,"process points, , Not field verified,",081.45384424W,36.24740503N,52960,,WL,,,,,,
3754,52962,2013/05/06,8,201305060001,"process points, Jump Cove , Field verified by NCGS,",082.48788156W,35.67355064N,52961,,WL,,,,,,
3755,52963,2014/04/02,8,201404020001,"process points, 187 Settacoo, Field verified by NCGS,",083.40431326W,35.41356281N,52962,,WL,,,,,,
3756,52964,2014/04/02,8,201404020002,"process points, John Bull, Field verified by NCGS,",083.24139036W,35.47367114N,52963,,WL,,,,,,
3757,52965,2014/04/02,8,201404020006,"process points, Long View, Field verified by NCGS,",083.25997887W,35.46342984N,52964,,WL,,,,,,
3758,52966,20140528,8,201405280001,"process points, Piney Mountain Slide, Field verified by NCGS,",082.52315851W,35.59193512N,52965,,WL,,,,,,
3759,52967,2014/06/03,8,201406030001,"process points, Town Mtn Road EF, Field verified by NCGS,",082.52875460W,35.62390213N,52966,,WL,,,,,,
3760,52968,2009/03/24,8,200903240001,"process points, Tanner Trail debris slide, Field verified by NCGS,",083.02485361W,35.53568224N,52967,,WL,,,,,,
3761,52969,2014/08/13,8,201408130001,"process points, Lorraine Drive Slide, Field verified by NCGS,",083.01351747W,35.52687624N,52968,,WL,,,,,,
3762,52970,1997/03/22,8,201408260001,"process points, Durham Freeway Hillandale and Fulton, Field verified by Data Source 1,",078.93569016W,36.01298592N,52969,,WL,,,,,,
3763,52971,2014/08/28,8,201408280001,"process points, , Not field verified,",081.94093702W,35.94808503N,52970,,WL,,,,,,
3765,52973,2014/09/08,8,201409080001,"process points, Rhododendron Drive, Field verified by NCGS,",082.51385512W,35.47856211N,52972,,WL,,,,,,
3766,52974,2014/09/23,8,201409230001,"process points, Hiddenite Mine Collapse, Not field verified, Fatality: Terry Lee Ledford",081.07593833W,35.92334408N,52973,,WL,,,,,,
3767,52975,2014/10/16,8,201410160001,"process points, , Field verified by NCGS,",082.30279596W,35.64330882N,52974,,WL,,,,,,
3768,52976,2014/10/16,8,201410160002,"process points, , Field verified by NCGS,",082.30302354W,35.64325777N,52975,,WL,,,,,,
3769,52977,2014/10/28,8,201410280001,"process points, , Not field verified,",082.55122133W,35.66122354N,52976,,WL,,,,,,
3770,52978,20141031,8,201410310001,"process points, Leatherwood II, Not field verified,",083.85453614W,35.11089052N,52977,,WL,,,,,,
3771,52979,20141106,8,201411060001,"process points, , Not field verified,",082.24834100W,35.80975261N,52978,,WL,,,,,,
3773,52981,2013/08/09,8,201308090003,"process points, , Field verified by NCGS,",082.14866756W,35.43931532N,52980,,WL,,,,,,
3774,52982,2013/08/09,8, ,"process points, , Field verified by NCGS,",082.14853622W,35.43905916N,52981,,WL,,,,,,
3775,52983,2013/08/09,8, ,"process points, Bills Mountain II, Not field verified,",082.14684847W,35.43927988N,52982,,WL,,,,,,
3776,52984,2013/08/09,8,201308090001,"process points, Bills Mountain III, Field verified by NCGS,",082.13906652W,35.43723361N,52983,,WL,,,,,,
3777,52985,2013/08/09,8,201308090007,"process points, Bills Mountain IV, Field verified by NCGS,",082.14422435W,35.43581576N,52984,,WL,,,,,,
3778,52986,2013/08/09,8,201308090006,"process points, Bills Mountain V, Field verified by NCGS,",082.14454429W,35.43656598N,52985,,WL,,,,,,
3779,52987,2011/12/22,8,201112220001,"process points, Saluda RR 1, Field verified by NCGS,",082.29657844W,35.21963413N,52986,,WL,,,,,,
3780,52988,2011/12/22,8,201112220002,"process points, Saluda RR 2, Field verified by NCGS,",082.29683769W,35.21974811N,52987,,WL,,,,,,
3781,52989,2014/02/10,8,201402100001,"process points, Cove Creek Slide, Field verified by NCGS,",082.31956002W,35.24145153N,52988,,WL,,,,,,
3782,52990,2009/02/04,8,201609290002,"process points, Chocolate Drop 2, Field verified by NCGS,",082.19860008W,35.26067404N,52989,,WL,,,,,,
3783,52991,2009/02/04,8,201609290004,"process points, Chocolate Drop 4, Field verified by NCGS,",082.19792486W,35.26011180N,52990,,WL,,,,,,
3784,52992,2010/02/16,8,201609290010,"process points, Chocolate Drop 10, Not field verified,",082.19753079W,35.25980622N,52991,,WL,,,,,,
3785,52993,2010/02/16,8,201609290011,"process points, Chocolate Drop 11, Field verified by NCGS,",082.19705655W,35.25940894N,52992,,WL,,,,,,
3786,52994,2009/02/04,8,201609290008,"process points, Chocolate Drop 8, Field verified by NCGS,",082.19782305W,35.26217808N,52993,,WL,,,,,,
3787,52995,2009/02/04,8,201609290001,"process points, Chocolate Drop 1, Field verified by NCGS,",082.20090907W,35.26005812N,52994,,WL,,,,,,
3789,52997,2009/02/04,8,201609290007,"process points, Chocolate Drop 7, Field verified by NCGS,",082.19151094W,35.26228889N,52996,,WL,,,,,,
3791,52999,2009/02/04,8,201609290006,"process points, Chocolate Drop 6, Field verified by NCGS,",082.19257815W,35.26244262N,52998,,WL,,,,,,
3792,53000,2009/02/04,8,201609290005,"process points, Chocolate Drop 5, Field verified by NCGS,",082.19579326W,35.26173507N,52999,,WL,,,,,,
3793,53001,2009/02/04,8,201609290009,"process points, Chocoalate Drop 9, Field verified by NCGS,",082.19459229W,35.26218984N,53000,,WL,,,,,,
3794,53002,2009/02/04,8,201609290003,"process points, Chocolate Drop 3, Field verified by NCGS,",082.19923372W,35.26111645N,53001,,WL,,,,,,
3795,53003,2014/10/23,8,201410230001,"process points, , Field verified by NCGS,",081.84742708W,36.12846949N,53002,,WL,,,,,,
3797,53005,2014/12/29,8,201412290002,"process points, , Field verified by NCGS,",081.81474910W,36.08570244N,53004,,WL,,,,,,
3798,53006,2014/08/29,8,201408290001,"process points, , Field verified by NCGS,",082.25199114W,35.63682710N,53005,,WL,,,,,,
3799,53007,2014/08/29,8,201408290002,"process points, , Field verified by NCGS,",082.25218284W,35.63577733N,53006,,WL,,,,,,
3800,53008,2014/12/30,8,201412300001,"process points, , Field verified by Data Source 1,",082.82876064W,35.40230108N,53007,,WL,,,,,,
3801,53009,2004/09/24,8,201501070001,"process points, Hebo Mountain 2, Field verified by NCGS,",082.90947651W,35.68158326N,53008,,WL,,,,,,
3802,53010,2015/01/05,8,201501090001,"process points, , Not field verified,",082.80549580W,35.28453942N,53009,,WL,,,,,,
3805,53013,2015/01/12,8,201501120001,"process points, , Not field verified,",082.73337869W,35.99571054N,53012,,WL,,,,,,
3806,53014,2015/01/12,8,201501120002,"process points, , Not field verified,",082.70068200W,36.02504179N,53013,,WL,,,,,,
3807,53015,2015/01/12,8,201501120003,"process points, , Not field verified,",082.69828005W,36.02492468N,53014,,WL,,,,,,
3808,53016,2015/01/12,8,201501120004,"process points, , Not field verified,",082.72029783W,36.00771778N,53015,,WL,,,,,,
3809,53017,2015/08/19,8,201508190003,"process points, , Not field verified,",082.25671988W,35.83415275N,53016,,WL,,,,,,
3812,53020,2015/01/13,8,201501140001,"process points, , Not field verified,",082.25900421W,35.80955652N,53019,,WL,,,,,,
3814,53022,2015/01/21,8,201501210001,"process points, , Not field verified,",081.66953459W,36.06932286N,53021,,WL,,,,,,
3815,53023,2015/01/21,8,201501210002,"process points, , Not field verified,",081.66982178W,36.06964182N,53022,,WL,,,,,,
3816,53024,2015/01/21,8,201501210003,"process points, , Not field verified,",081.67022031W,36.07088156N,53023,,WL,,,,,,
3817,53025,2015/01/21,8,201501210004,"process points, , Not field verified,",081.67005180W,36.07141997N,53024,,WL,,,,,,
3818,53026,2015/01/21,8,201501210005,"process points, , Not field verified,",081.67264829W,36.07489146N,53025,,WL,,,,,,
3819,53027,2015/01/21,8,201501210006,"process points, , Not field verified,",081.67171415W,36.07603610N,53026,,WL,,,,,,
3820,53028,2015/01/21,8,201501210007,"process points, , Not field verified,",081.67100482W,36.07655349N,53027,,WL,,,,,,
3821,53029,2014/05/28,8,201405280001,"process points, , Not field verified,",082.44629900W,35.55697969N,53028,,WL,,,,,,
3822,53030,2015/02/13,8,201502130001,"process points, Berrington Village Wall Failure, Field verified by NCGS,",082.46349851W,35.54899945N,53029,,WL,,,,,,
3825,53033,2005/03/03,8,201504130001,"process points, Wayah Debris Flow 2 west, Field verified by NCGS,",083.55271629W,35.16297874N,53032,,WL,,,,,,
3826,53034,2015/05/07,8,201505070001,"process points, , Field verified by NCGS,",082.37989552W,35.69623078N,53033,,WL,,,,,,
3827,53035,2015/05/20,8,201505200002,"process points, , Not field verified,",083.36985537W,35.41514791N,53034,,WL,,,,,,
3829,53037,2015/05/20,8,201505200003,"process points, , Not field verified,",083.37222744W,35.41458170N,53036,,WL,,,,,,
3830,53038,2015/05/15,8,201505140004,"process points, SMCC 4, Field verified by NCGS,",083.37434626W,35.41368363N,53037,,WL,,,,,,
3831,53039,2015/05/14,8,201505140005,"process points, SMCC 5, Field verified by NCGS,",083.37184427W,35.40867081N,53038,,WL,,,,,,
3832,53040,2015/05/14,8,201505140001,"process points, SMCC 1, Field verified by NCGS,",083.37508296W,35.41457074N,53039,,WL,,,,,,
3833,53041,2015/06/19,8,201506190001,"process points, Balsam Corner 19, Not field verified,",083.19583840W,35.67460822N,53040,,WL,,,,,,
3834,53042,2015/07/02,8,201306100006,"process points, , Not field verified,",082.25627230W,35.44315020N,53041,,WL,,,,,,
3835,53043,2015/07/02,8,201507020001,"process points, Bald Mountain Debris Flow 1996, Field verified by NCGS,",082.26573269W,35.44965315N,53042,,WL,,,,,,
3836,53044,2015/07/24,8,201507240001,"process points, Ridgecrest, Field verified by Data Source 1,",082.28108273W,35.63118028N,53043,,WL,,,,,,
3837,53045,2015/07/28,8,201507280001,"process points, , Not field verified,",082.27076616W,35.43898310N,53044,,WL,,,,,,
3838,53046,2005/07/20,8,201508010001,"process points, , Field verified by NCGS,",081.85285004W,36.10569286N,53045,,WL,,,,,,
3839,53047,2015/08/19,8,201508190001,"process points, , Not field verified,",082.25558227W,35.83231556N,53046,,WL,,,,,,
3840,53048,2015/09/10,8,201509100001,"process points, , Not field verified,",082.34520794W,35.23209171N,53047,,WL,,,,,,
3841,53049,2015/09/10,8,201509100002,"process points, , Not field verified,",082.25870883W,35.24995950N,53048,,WL,,,,,,
3847,53055,2015/11/24,8,201511240009,"process points, Bath House Slide, Field verified by NCGS,",082.25947208W,35.44093321N,53054,,WL,,,,,,
3848,53056,2016/02/24,8,201602240003,"process points, , Field verified by NCGS,",083.72079390W,35.04244370N,53055,,WL,,,,,,
3849,53057,2016/02/24,8,201602240002,"process points, , Field verified by NCGS,",083.72177957W,35.03993890N,53056,,WL,,,,,,
3850,53058,2016/02/24,8,201602240001,"process points, , Field verified by NCGS,",083.72202560W,35.03961799N,53057,,WL,,,,,,
3853,53061,2015/12/30,8,201512300001,"process points, Ridges EF-DF, Field verified by NCGS,",083.74329764W,35.05105589N,53060,,WL,,,,,,
3854,53062,2015/12/30,8,201512300002,"process points, , Field verified by NCGS,",083.74271871W,35.05170424N,53061,,WL,,,,,,
3855,53063,2015/12/30,8,201512300005,"process points, , Not field verified,",083.74155545W,35.05278501N,53062,,WL,,,,,,
3856,53064,2015/12/30,8,201512300004,"process points, , Field verified by NCGS,",083.74183391W,35.05249396N,53063,,WL,,,,,,
3857,53065,2015/12/28,8,201512280001,"process points, Azealea Ridge EF-DF, Field verified by NCGS,",083.42498908W,35.13959027N,53064,,WL,,,,,,
3858,53066,2015/12/28,8,201512280002,"process points, Florida Hills Road Blowout, Field verified by NCGS,",083.29700552W,35.18846545N,53065,,WL,,,,,,
3859,53067,2015/12/28,8,201512280003,"process points, Mill Creek EF-DS, Field verified by NCGS,",083.46902773W,35.17342736N,53066,,WL,,,,,,
